question,intent
What year was the first automobile manufactured ?,Fact
How many colonies did Germany get to keep after World War I ?,HowTo
How many states have a `` lemon law '' for new automobiles ?,HowTo
Whose biography by Maurice Zolotow is titled Shooting Star ?,Fact
What concerts are held in New York this week ?,Fact
In the movie Groundshog Day what is the name of the character played by Andie MacDowell ?,Fact
What are the requirements for becoming a citizen of Australia ?,Definition
How old is Benny Carter ?,HowTo
What are the top ten all-time money making NFL teams ?,Fact
What were hairy bank notes in the fur trade ?,Fact
Where can I read about Chiang Kai-shek ?,Fact
What is idealab ! ?,Definition
What country borders the most others ?,Fact
What does the E stand for in the equation E=mc2 ?,Definition
"What river runs through Colorado , Kansas , and Oklahoma ?",Fact
Which airplane did Fawaz Younis hijack ?,Fact
What is Win Rah ?,Definition
Why is the moon different sizes and colors ?,Reason
"What college enlivens Hanover , New Hampshire ?",Fact
What does VCR stand for ?,Definition
How close a cousin was Franklin D. to Theodore Roosevelt ?,HowTo
Name a novel written by John Steinbeck .,Fact
Who was the first American citizen awarded the Albert Medal of the Society of Arts ?,Fact
What doctor is synonymous with footwear and foot care ?,Fact
How do boats float ?,HowTo
"What are the shoe sizes of O 'Neal , Jordan , and Mutombo , the NBA players ?",Fact
Who founded the Unification Church ?,Fact
How many zeros are there in a trillion ?,HowTo
"What was the name of the Crimean meeting of Roosevelt , Churchill , and Stalin ?",Fact
What are the only players eligible to score points in Roller Derby called ?,Fact
What are the statistics for drunken drivers in Maryland ?,Fact
What ill-fated American general dragged a bull terrier named Willie through World War II ?,Fact
What 's the score of a forfeited baseball game ?,Fact
Where does tuberculosis come from ?,Fact
Who invented the lawnmower ?,Fact
Where can I find lyrics for R&B ?,Fact
What is the name of David Letterman 's dog ?,Fact
What U.S. senator once played basketball for the New York Knicks ?,Fact
What are the titles of some R-Rated Sony Playstation games ?,Fact
What playing card symbolizes death ?,Fact
What is an urban legend ?,Definition
What is Li 'l Abner 's last name ?,Fact
How many liberty bells have there been ?,HowTo
What two countries are separated by the Bering Strait ?,Fact
What is Smartnet ?,Definition
What is a synonym for aspartame ?,Fact
Jackson Pollock is of what nationality ?,Fact
"What are vermicilli , rigati , zitoni , and tubetti ?",Definition
"Name the product that is `` at your grocer 's , at your fingertips . ''",Fact
"What architect originated the glass house designed the Chicago Federal Center had a philosophy of `` less is more , '' and produced plans that were the forerunner of the California ranch house ?",Fact
How many Russians have landed on the moon ?,HowTo
Which thrilled taste buds first - Snickers or 3 Musketeers ?,Fact
What animal do buffalo wings come from ?,Fact
What is the purpose of the SysRq key on my computer keyboard ?,Definition
When was Franklin D. Roosevelt stricken with polio ?,Fact
How do you find out what is allowed to claim as a contibution for income tax purposes ?,HowTo
How do you build a solar car for a high school experiment ?,HowTo
Where on the Internet can I get chemicals importers ?,Fact
What was the first country to put a second woman in space ?,Fact
"What was the 24-disc John Gabel Entertainer the first example of , in 1960 ?",Fact
What is the feudal system ?,Definition
Who shared a New York City apartment with Roger Maris the year he hit 61 home runs ?,Fact
What 's the geographic term for the submerged fringe of a continent ?,Fact
"What prison is found in Ossining , New York ?",Fact
What country has declared one-fifth of its territory off-limits to Russians ?,Fact
What is the main application of sodium hydrosulfite ?,Definition
Name the story by Chris Van Allsburg in the which a boy tries to become a great sailor ?,Fact
What are the components of polyester ?,Fact
What product features a frog that says `` dig 'em '' ?,Fact
Who is the director of intergovernmental affairs for the San Diego county ?,Fact
What Hall of Fame pitcher started three World Series Games for the New York Yankees in 1962 ?,Fact
What is the longest river in the United States ?,Fact
What does the channel ESPN stand for ?,Definition
What river is Windsor Castle on ?,Fact
What is the best brand for a laptop computer ?,Fact
"Where is Natchitoches , Louisiana ?",Fact
What do pointed letters mean to a handwriting analyst ?,Definition
What political party is Sinn Fein a part of ?,Fact
What was Franklin Roosevelt 's program for economic recovery called during the Great Depression ?,Fact
What is the name of a Greek god ?,Fact
What 's the capital of Taiwan ?,Fact
What did Englishman John Hawkins begin selling to New World colonists in 1562 ?,Fact
What is the starting salary for beginning lawyers ?,Fact
What was the man 's name who was killed in a duel with Aaron Burr ?,Fact
What did Louis Cartier invent for aviator Santos Dumont in 1940 ?,Fact
What will the California gas tax be in the year 2000 ?,Fact
What city is served by Tempelhol Airport ?,Fact
Who directed the first Woody Woodpecker cartoon ?,Fact
CNN is an acronym for what ?,Definition
What is the origin of the name Igor ?,Definition
What was the first Gilbert and Sullivan opera ?,Fact
"What two historical figures , who fought each other in a famous battle , each have a food named after them ?",Fact
Where in the United States do people live the longest ?,Fact
What country in 1998 had the most suicides regardless of population size ?,Fact
What is the price for tuberculosis drugs ?,Fact
What was the first minimum wage ?,Fact
What is the difference between a college and a university ?,Comparison
What substance did Joseph Priestley name for its ability to erase pencil marks ?,Fact
What are the limits to `` self-defense ? '',Definition
How can I get my product licensed by the NBA ?,HowTo
What fast food is prepared with a `` secret blend of 11 herbs and spices ? '',Fact
What effect does a prism have on light ?,Definition
How many people lived in Nebraska in the mid 1900s ?,HowTo
What is software piracy ?,Definition
What year was Janet Jackson 's first album released ?,Fact
How do you calculate the change in enthalpy of a chemical reaction ?,HowTo
Name of heroine in `` Scruples '' ?,Fact
How many movies has Drew Barrymore been in ?,HowTo
What TV character sired a horse named Thunder ?,Fact
What are some children 's rights ?,Definition
What is the name of the planet that the Ewoks live on ?,Fact
What baseball player was known as Charley Hustle ?,Fact
Who killed Lee Harvey Oswald ?,Fact
What 's the symbol for the zodiacal sign Gemini ?,Fact
Who was Red Grange ?,Fact
What hockey team did Wayne Gretzky play for ?,Fact
What series of trials followed World War II ?,Fact
What Ivy League school plays its home games at Palmer Stadium ?,Fact
Who invented the fax machine ?,Fact
How wide is the Atlantic Ocean ?,HowTo
How is the element strontium purified ?,HowTo
What was the eighth day following the Nones in each month of the Roman calendar called ?,Fact
Who wrote the poem that starts `` I love your lips when they 're wet with wine and red with a warm desire '' ?,Fact
What singer 's theme song was When the Moon Comes over the Mountain ?,Fact
How did Peabody and Sherman travel through time ?,HowTo
Who was Santos-Dumont ?,Fact
How many meters are in a mile ?,HowTo
What is a fear of money ?,Fact
About how many soldiers died in World War II ?,Fact
Who is Rocky 's and Bullwinkle 's ever-lost friend ?,Fact
Who is Robin Williams ?,Fact
Who thought he 'd never see a poem lovely as a tree ?,Fact
Who created `` The Muppets '' ?,Fact
How do you make dumplings ?,HowTo
"What celestial body has a diameter of 864 , 000 miles ?",Fact
The operating system that runs on IBM-compatible machines is called what ?,Fact
What was the Ventura County police department that seized the county 's largest amount of cocaine ever ?,Fact
What is the name of the Family Circus 's dog ?,Fact
What did Martin Luther post on the church door at Wittenberg ?,Fact
What is the meaning of the name Kathryn ?,Definition
Name one of the major gods of Hinduism .,Fact
What country borders Denmark to the south ?,Fact
What should you do for an ankle sprain ?,Definition
"What dropped 1 , 313 feet in 1980 ?",Fact
What is the name of the vaccine for chicken pox ?,Fact
What two US biochemists won the Nobel Prize in medicine in 1992 ?,Fact
What record company was formed by Herb Alpert and Jerry Moss ?,Fact
Where do you find the answers for all these questions ?,Fact
What is thermal equilibrium ?,Definition
"What is a term for behavior , appearance , or expression that violates the accepted standards of sexual morality ?",Fact
What fast-food magnate 's initials graced the left sleeve of the San Diego Padres ' baseball uniforms in 1984 ?,Fact
What is the origin of the typing practice sentence `` Now is the time for all good men to come to the aid of their country '' ?,Definition
How many neurons are in the human brain ?,HowTo
What is a fear of reptiles ?,Fact
What does Knight Ridder publish ?,Fact
What city is . KDGE Radio located in ?,Fact
What can one see in Reims ?,Fact
How is an executioner determined ?,HowTo
What city was Bobby Kennedy assassinated in ?,Fact
What 's the highest possible bid in Contract Bridge ?,Fact
What is the medical condition of hypertension ?,Definition
What London museum features a Chamber of Horrors ?,Fact
What city is served by McCarren Airport ?,Fact
How many lakes are there on the Earth ?,HowTo
What is Doegs ?,Definition
Who else was considered for the role of Luke Skywalker when George Lucas was casting for Star Wars ?,Fact
How long does a fly live ?,HowTo
What two major world religions began in India ?,Fact
How many pounds are there in a stone ?,HowTo
What kind of poisoning is known as plumbism ?,Fact
What is the greatest source of `` white '' magic in the Marvel Universe ?,Fact
How do I find if my relatives were on the Trail of Tears ?,HowTo
What amount of folic acid should an expectant mother take daily ?,Fact
How do you select wine ?,HowTo
Who was the king who signed the Magna Carta ?,Fact
"How many miles is it from Frankfurt , Germany to Salzburg , Austria ?",HowTo
How many chairs are shown in Vincent Van Gogh 's 188 work The Artist 's Room in Arles ?,HowTo
What is a fear of stings ?,Fact
